ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RL,70.0,Pave,HLS,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1609,1,4,2Types,1,579.0,0,0,WD ,199500,74,16,2246.0,False,True,False,False,False
RL,60.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,3,1,700.0,GasA,5,Y,1525,2,3,Attchd,3,400.0,421,72,WD ,183500,9,8,2338.0,False,True,False,False,False
RM,75.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,2,257.0,GasA,5,Y,1656,1,1,Attchd,1,288.0,0,180,WD ,126000,41,41,2280.0,False,True,False,False,False
RL,24.0,Pave,Lvl,7,CompShg,Plywood,None,0.0,CBlock,4,1,378.0,GasA,2,Y,1055,2,0,Attchd,1,440.0,0,38,WD ,148500,31,31,2110.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1352,2,0,Detchd,1,720.0,187,0,WD ,149000,70,3,2028.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,389.0,GasA,3,Y,1456,2,3,Attchd,1,440.0,0,28,WD ,137900,32,32,2311.0,False,True,False,False,False
RL,32.0,Pave,Lvl,8,CompShg,BrkFace,None,0.0,PConc,4,4,1619.0,GasA,5,Y,1719,1,4,Attchd,3,473.0,122,30,Con,324000,15,15,3438.0,False,False,True,False,False
RL,67.0,Pave,Lvl,5,CompShg,Stucco,None,0.0,CBlock,3,1,468.0,GasA,3,N,864,1,0,NA,0,0.0,0,0,WD ,98000,83,58,1728.0,False,True,False,False,False
RM,21.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,359.0,CBlock,3,1,458.0,GasA,3,Y,987,1,0,Detchd,1,264.0,52,0,WD ,103400,35,35,1470.0,False,True,False,False,False
RL,54.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,4,N,1020,1,0,NA,0,0.0,0,0,WD ,94000,135,14,1800.0,False,True,False,False,False
RL,34.0,Pave,Lvl,8,CompShg,VinylSd,Stone,108.0,PConc,4,2,24.0,GasA,5,Y,1554,2,4,Attchd,2,627.0,156,73,WD ,209500,1,1,3108.0,False,True,False,False,False
RL,60.0,Pave,HLS,10,CompShg,CemntBd,BrkFace,662.0,PConc,5,4,0.0,GasA,5,Y,3390,3,5,BuiltIn,3,758.0,204,34,New,545224,0,0,4918.0,False,False,True,False,False
RM,60.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,5,Y,1560,1,0,NA,0,0.0,344,0,WD ,159900,98,1,2340.0,False,True,False,False,False
RL,140.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,CBlock,3,1,120.0,GasA,5,Y,864,1,0,Detchd,1,400.0,0,0,WD ,141000,59,59,1728.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,732.0,GasA,5,Y,1889,2,3,Attchd,3,431.0,0,0,WD ,215000,6,6,2871.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,659.0,GasA,5,Y,1040,1,0,Detchd,1,260.0,0,104,WD ,127000,48,0,2080.0,False,True,False,False,False
RL,75.0,Pave,Lvl,5,CompShg,WdShing,None,0.0,CBlock,3,3,954.0,GasA,3,Y,1172,1,0,Attchd,3,366.0,240,0,WD ,128000,56,12,2344.0,False,True,False,False,False
Others,57.0,Pave,Lvl,8,CompShg,CemntBd,None,0.0,PConc,5,1,1032.0,GasA,5,Y,1418,1,4,Attchd,2,852.0,160,192,New,267916,0,0,3060.0,False,True,False,False,False
RM,52.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,425.0,GasA,3,Y,1367,1,4,Detchd,1,560.0,0,0,WD ,127500,76,57,2251.0,False,True,False,False,False
RL,64.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,500.0,Slab,0,0,0.0,GasA,5,Y,1922,3,5,BuiltIn,2,672.0,0,0,ConLD,198500,6,6,1922.0,False,True,False,False,False
RL,78.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,210.0,CBlock,4,1,588.0,GasA,3,Y,1422,2,3,Attchd,3,576.0,276,0,WD ,175500,27,27,2844.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,144.0,PConc,4,1,841.0,GasA,5,Y,1842,2,3,Attchd,3,486.0,193,96,WD ,217500,7,7,2827.0,False,True,False,False,False
RM,57.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,5,Y,1962,1,3,Detchd,1,572.0,160,0,WD ,149500,95,60,2850.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,BrkFace,165.0,PConc,3,1,644.0,GasA,5,Y,1120,1,3,Attchd,2,656.0,0,162,WD ,148800,43,5,1984.0,False,True,False,False,False
RL,85.0,Pave,Lvl,9,CompShg,CemntBd,Stone,208.0,PConc,5,3,240.0,GasA,5,Y,2868,3,4,BuiltIn,3,716.0,214,108,New,556581,1,0,4860.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,BrkFace,None,0.0,CBlock,3,1,189.0,GasA,4,Y,1478,1,4,Attchd,2,442.0,114,0,WD ,156500,52,52,2956.0,False,True,False,False,False
RL,90.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,685.0,GasA,5,Y,1995,2,3,Attchd,2,610.0,275,170,WD ,237000,11,10,2925.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,111.0,GasA,2,Y,912,1,0,Attchd,3,297.0,12,285,WD ,120000,49,22,1824.0,False,True,False,False,False
RL,88.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,3,918.0,GasA,5,Y,1326,2,0,Attchd,3,388.0,120,23,WD ,203000,2,2,2652.0,False,True,False,False,False
RL,30.0,Pave,Lvl,8,CompShg,HdBoard,None,0.0,CBlock,4,1,0.0,GasA,3,Y,1204,2,0,Attchd,2,461.0,120,70,WD ,130000,19,19,2395.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,360.0,CBlock,3,4,674.0,GasA,3,Y,1611,1,0,Attchd,2,442.0,328,128,WD ,167900,44,44,2391.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,HdBoard,BrkFace,160.0,CBlock,3,3,789.0,GasW,3,N,960,1,0,Detchd,1,576.0,0,288,WD ,129000,36,36,1920.0,False,True,False,False,False
RL,72.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,64.0,CBlock,3,1,360.0,GasA,3,Y,1236,1,2,Attchd,1,447.0,0,0,WD ,134450,49,10,2306.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1416,2,0,Attchd,1,576.0,0,0,WD ,112000,89,0,2232.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,BrkFace,360.0,PConc,4,1,608.0,GasA,5,Y,1873,2,3,Attchd,2,619.0,108,48,WD ,207000,19,19,2802.0,False,True,False,False,False
RM,50.0,Pave,Bnk,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,3,N,2128,2,0,NA,0,0.0,0,56,WD ,62500,87,59,3168.0,False,True,False,False,False
RL,36.0,Pave,Lvl,7,CompShg,VinylSd,Stone,106.0,PConc,4,1,573.0,GasA,5,Y,1626,2,0,BuiltIn,2,474.0,0,27,WD ,154000,5,4,2390.0,False,True,False,False,False
RL,73.0,Pave,Lvl,5,CompShg,WdShing,None,0.0,CBlock,3,1,708.0,GasA,3,Y,816,1,0,Detchd,1,308.0,0,0,WD ,129900,49,49,1632.0,False,True,False,False,False
RM,36.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,CBlock,4,1,129.0,GasA,3,Y,1112,1,0,Attchd,1,336.0,182,0,WD ,85000,34,34,1648.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,3,Y,1111,1,4,Detchd,1,288.0,0,0,WD ,116900,82,58,1683.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,3,1,311.0,GasA,3,Y,1441,2,3,Attchd,1,440.0,28,0,WD ,148500,31,31,2296.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,BrkTil,4,1,348.0,Grav,2,N,924,1,0,Detchd,1,280.0,0,0,WD ,80000,69,60,1596.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,3,104.0,GasA,3,Y,1126,1,0,Attchd,1,506.0,178,0,WD ,152000,24,24,2186.0,False,False,True,False,False
RL,68.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,2,1,0.0,GasA,5,Y,992,1,0,Detchd,1,319.0,60,0,Oth,155891,56,56,1373.0,False,True,False,False,False
RL,60.0,Pave,Bnk,6,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,5,Y,1376,1,0,Detchd,1,576.0,0,54,WD ,165000,87,57,2144.0,False,True,False,False,False
Others,92.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1218,2,0,Attchd,2,676.0,0,136,New,204500,1,0,2436.0,False,True,False,False,False
RL,79.0,Pave,Lvl,5,CompShg,MetalSd,Stone,224.0,CBlock,3,1,386.0,GasA,5,Y,1644,1,4,Attchd,1,312.0,168,0,WD ,146500,65,12,2372.0,False,True,False,False,False
RL,82.0,Pave,Lvl,7,CompShg,Plywood,BrkFace,206.0,CBlock,4,1,704.0,GasA,3,Y,1601,2,3,Attchd,2,478.0,0,0,COD,157000,31,31,2872.0,False,True,False,False,False
RM,60.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,2,0.0,GasW,4,Y,2495,2,4,Detchd,1,342.0,0,299,WD ,184000,118,9,3808.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,457.0,GasA,5,Y,1509,2,4,Attchd,3,393.0,100,75,WD ,183200,4,3,2292.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,116.0,CBlock,3,1,170.0,GasA,3,Y,1092,1,1,Attchd,1,288.0,0,20,WD ,139000,47,47,2184.0,False,True,False,False,False
RL,96.0,Pave,Lvl,7,CompShg,Wd Sdng,BrkFace,651.0,PConc,4,4,1173.0,GasA,5,Y,2418,2,3,Attchd,2,983.0,250,154,WD ,341000,15,14,3729.0,False,True,False,False,False
RM,21.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,504.0,CBlock,3,1,156.0,GasA,3,Y,987,1,0,Detchd,1,264.0,275,0,COD,96000,39,39,1470.0,False,True,False,False,False
RM,80.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1121,2,0,Attchd,2,440.0,132,64,WD ,140000,7,6,2242.0,False,True,False,False,False
RM,90.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,CBlock,3,1,600.0,GasA,3,Y,1236,1,0,Attchd,1,923.0,0,158,WD ,149700,53,14,2148.0,False,True,False,False,False
RL,78.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,1,788.0,GasA,5,Y,1074,1,0,Attchd,2,495.0,0,88,WD ,153500,31,31,2130.0,False,True,False,False,False
Others,80.0,Pave,Low,1,CompShg,AsbShng,None,0.0,Slab,0,0,0.0,Wall,1,N,733,1,0,Attchd,1,487.0,0,0,WD ,13100,56,56,733.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,252.0,PConc,4,1,550.0,GasA,5,Y,1768,2,0,Attchd,2,543.0,0,63,WD ,224900,5,5,2652.0,False,True,False,False,False
Others,62.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1266,2,3,Attchd,1,453.0,38,144,WD ,176000,1,1,2523.0,False,True,False,False,False
RL,85.0,Pave,Lvl,8,CompShg,HdBoard,BrkFace,337.0,PConc,4,1,700.0,GasA,5,Y,2872,2,3,Attchd,3,541.0,0,33,WD ,285000,15,7,4555.0,False,True,False,False,False
RL,49.0,Pave,Lvl,8,CompShg,VinylSd,Stone,84.0,PConc,4,4,929.0,GasA,5,Y,1464,2,0,Attchd,1,754.0,168,160,WD ,282922,0,0,2949.0,False,False,True,False,False
RL,88.0,Pave,Lvl,7,CompShg,MetalSd,BrkFace,309.0,CBlock,3,1,445.0,GasA,5,Y,2157,2,4,Attchd,3,487.0,105,66,WD ,226000,40,40,3081.0,False,True,False,False,False
RL,82.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,466.0,PConc,5,1,0.0,GasA,5,Y,2576,2,4,BuiltIn,3,666.0,324,100,New,361919,0,0,3810.0,False,True,False,False,False
RL,59.0,Pave,HLS,9,CompShg,VinylSd,BrkFace,600.0,PConc,5,4,1218.0,GasA,5,Y,2798,3,4,BuiltIn,3,670.0,182,37,New,457347,1,0,4196.0,False,False,True,False,False
RL,155.0,Pave,Low,8,WdShngl,Wd Sdng,None,0.0,CBlock,4,4,51.0,GasA,5,Y,1743,0,2,Attchd,3,529.0,646,0,WD ,279000,31,31,2709.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Plywood,None,0.0,PConc,3,4,1567.0,GasA,3,Y,1567,2,3,Attchd,2,714.0,264,32,WD ,196000,32,32,3134.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,189.0,CBlock,4,1,0.0,GasA,3,Y,1370,2,3,Attchd,2,479.0,0,0,WD ,152000,33,33,2460.0,False,True,False,False,False
RL,91.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,368.0,CBlock,3,1,500.0,GasA,3,Y,2634,2,0,Detchd,1,968.0,0,0,WD ,200000,40,40,3882.0,False,True,False,False,False
RL,78.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,198.0,PConc,5,4,1122.0,GasA,5,Y,1590,2,0,Attchd,3,754.0,176,80,New,294900,1,0,3160.0,False,True,False,False,False
RL,61.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,140.0,PConc,4,1,0.0,GasA,5,Y,1450,2,0,Attchd,2,788.0,0,93,New,224243,1,0,2900.0,False,True,False,False,False
RL,72.0,Pave,Bnk,6,CompShg,AsbShng,None,0.0,BrkTil,2,1,0.0,GasA,3,Y,1338,2,0,Detchd,1,528.0,0,0,WD ,92000,91,56,2170.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1456,2,4,Attchd,3,400.0,100,24,New,179540,0,0,2184.0,False,True,False,False,False
RL,103.0,Pave,Lvl,10,CompShg,VinylSd,BrkFace,922.0,PConc,5,4,56.0,GasA,5,Y,2392,2,5,Attchd,3,968.0,248,105,WD ,386250,6,6,4784.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,4,CompShg,CemntBd,None,0.0,CBlock,4,3,503.0,GasA,3,Y,992,1,0,BuiltIn,3,297.0,112,97,WD ,106500,37,37,1522.0,False,True,False,False,False
Others,85.0,Pave,Lvl,10,CompShg,VinylSd,Stone,160.0,PConc,5,3,765.0,GasA,5,Y,2007,2,5,Attchd,3,812.0,168,52,WD ,310000,1,1,3024.0,False,True,False,False,False
RL,83.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,275.0,PConc,4,1,0.0,GasA,5,Y,2385,2,3,BuiltIn,3,600.0,120,38,WD ,252000,9,9,3451.0,False,True,False,False,False
RL,53.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,CBlock,3,1,364.0,GasA,4,Y,1646,2,4,Detchd,1,240.0,0,0,WD ,164000,66,57,2564.0,False,True,False,False,False
RL,64.0,Pave,Lvl,7,CompShg,VinylSd,Stone,16.0,PConc,4,1,0.0,GasA,5,Y,1456,2,0,Attchd,3,400.0,100,24,New,177594,0,0,2184.0,False,True,False,False,False
RM,52.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,276.0,GasA,4,Y,1040,1,0,Detchd,3,624.0,306,0,WD ,123900,74,30,1568.0,False,True,False,False,False
RL,86.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,4,1,1128.0,GasW,3,N,2624,2,4,Detchd,1,864.0,0,0,WD ,239000,89,57,3994.0,False,True,False,False,False
RL,85.0,Pave,Bnk,5,CompShg,Plywood,None,0.0,CBlock,3,1,42.0,GasA,3,Y,1264,1,3,Attchd,1,528.0,0,0,WD ,169000,45,33,2332.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,18.0,PConc,4,4,0.0,GasA,5,Y,1557,2,3,Attchd,3,420.0,143,20,WD ,234000,3,2,2931.0,False,True,False,False,False
RL,72.0,Pave,Bnk,6,CompShg,Plywood,None,0.0,CBlock,4,3,841.0,GasA,3,Y,1287,1,2,Attchd,2,541.0,302,39,WD ,173000,32,32,2244.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,180.0,CBlock,3,1,578.0,GasA,5,Y,1004,1,3,Attchd,3,480.0,0,0,WD ,149000,40,40,2008.0,False,False,True,False,False
RL,81.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,2,0.0,GasA,5,Y,1162,2,0,Attchd,3,483.0,0,32,WD ,170000,1,1,2324.0,False,True,False,False,False
Others,90.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,5,1,0.0,GasA,5,Y,1436,2,0,Attchd,3,529.0,0,121,New,225000,1,0,2872.0,False,True,False,False,False
RL,94.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,634.0,GasA,5,Y,960,1,0,Attchd,3,300.0,168,0,WD ,144900,45,5,1920.0,False,True,False,False,False
RL,60.0,Pave,Low,5,CompShg,MetalSd,None,0.0,CBlock,4,4,1070.0,GasA,3,Y,1196,1,0,Attchd,2,336.0,257,0,WD ,144000,42,42,2392.0,False,False,True,False,False
RL,43.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,16.0,PConc,4,1,24.0,GasA,5,Y,1269,2,3,Attchd,3,430.0,146,20,WD ,192000,6,5,2525.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,931.0,GasA,4,Y,1031,1,0,Attchd,1,230.0,0,0,WD ,145500,57,4,2062.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,BrkTil,2,1,0.0,GasA,5,Y,720,1,0,Attchd,1,280.0,0,0,WD ,86900,106,8,1168.0,False,True,False,False,False
RL,128.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,90.0,CBlock,3,1,1024.0,GasA,5,Y,1505,1,3,Attchd,2,505.0,0,0,WD ,149500,56,56,3010.0,False,True,False,False,False
RL,50.0,Pave,Bnk,5,CompShg,MetalSd,None,0.0,PConc,2,1,0.0,GasA,5,Y,954,1,4,Basment,1,240.0,0,0,WD ,119750,69,57,1874.0,False,True,False,False,False
RL,68.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1500,2,0,Attchd,2,564.0,0,35,New,173900,1,0,2250.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,915.0,GasA,3,Y,1050,1,0,Attchd,1,368.0,0,319,COD,136500,45,45,2100.0,False,True,False,False,False
RL,68.0,Pave,Lvl,8,CompShg,CemntBd,None,0.0,PConc,4,1,0.0,GasA,5,Y,2687,2,0,Attchd,3,618.0,168,12,WD ,270000,12,12,4749.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,BrkFace,None,0.0,CBlock,4,4,429.0,GasA,4,Y,1252,1,4,Attchd,2,564.0,409,0,WD ,235000,48,33,2854.0,False,True,False,False,False
RL,62.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1430,2,3,BuiltIn,2,400.0,0,0,WD ,156000,10,9,1814.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,1,836.0,GasA,5,Y,1114,2,0,Detchd,1,576.0,0,42,WD ,153000,6,5,2228.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,BrkFace,425.0,PConc,5,1,883.0,GasA,5,Y,1224,2,0,Attchd,3,402.0,0,304,WD ,165000,10,10,2448.0,False,True,False,False,False
RL,77.0,Pave,Lvl,9,CompShg,VinylSd,BrkFace,245.0,PConc,4,1,0.0,GasA,5,Y,2504,2,4,BuiltIn,3,656.0,144,39,WD ,325000,3,1,3626.0,False,True,False,False,False
RL,79.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,533.0,GasA,5,Y,1355,2,0,Detchd,1,528.0,0,0,WD ,140000,66,57,2083.0,False,True,False,False,False
RM,120.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,234.0,CBlock,3,1,375.0,GasA,2,Y,2294,3,4,Attchd,1,658.0,0,110,WD ,202500,44,44,3035.0,False,True,False,False,False
RL,65.0,Pave,Lvl,9,CompShg,MetalSd,BrkFace,766.0,PConc,5,1,1540.0,GasA,5,Y,1702,1,4,Attchd,3,1052.0,0,72,New,367294,0,0,3404.0,False,True,False,False,False
RL,85.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,219.0,CBlock,4,3,783.0,GasA,5,Y,1509,2,2,Attchd,2,600.0,224,0,WD ,175000,20,19,2970.0,False,True,False,False,False
RL,60.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,216.0,GasA,4,Y,1717,1,4,Detchd,1,642.0,0,35,WD ,140000,91,36,2473.0,False,True,False,False,False
RL,42.0,Pave,Lvl,7,CompShg,Plywood,None,0.0,CBlock,4,1,215.0,GasA,4,Y,1240,2,0,Attchd,1,528.0,232,0,WD ,174000,22,22,2505.0,False,False,True,False,False
RL,59.0,Pave,Lvl,7,CompShg,VinylSd,Stone,182.0,PConc,4,4,655.0,GasA,5,Y,1166,2,0,Attchd,3,400.0,212,0,WD ,190000,3,3,2022.0,False,True,False,False,False
RM,90.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,5,Y,1464,2,0,NA,0,0.0,0,0,WD ,129000,99,7,1968.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,MetalSd,BrkFace,136.0,CBlock,3,2,1386.0,GasA,4,Y,1652,1,4,Attchd,2,510.0,0,0,WD ,200000,48,16,3244.0,False,True,False,False,False
RL,100.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,576.0,CBlock,4,1,448.0,GasA,3,Y,2142,2,4,Attchd,3,509.0,0,72,WD ,193500,41,41,3038.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,HdBoard,Stone,260.0,CBlock,4,1,787.0,GasA,5,Y,1092,1,0,Attchd,2,504.0,0,0,WD ,145000,44,44,2184.0,False,True,False,False,False
RL,81.0,Pave,Lvl,7,CompShg,Stucco,BrkFace,270.0,BrkTil,3,1,526.0,GasA,5,Y,1671,2,4,Detchd,1,451.0,0,0,WD ,218000,77,56,2693.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,232.0,Slab,0,0,0.0,GasA,4,Y,1488,1,5,Attchd,2,569.0,0,189,WD ,135000,54,4,1488.0,False,True,False,False,False
RL,89.0,Pave,Lvl,5,CompShg,Wd Sdng,Stone,150.0,CBlock,3,2,40.0,GasA,5,Y,1624,1,4,Attchd,2,240.0,0,40,WD ,146500,54,54,3068.0,False,True,False,False,False
RL,61.0,Pave,Lvl,6,CompShg,VinylSd,Stone,256.0,PConc,4,3,20.0,GasA,5,Y,1362,2,4,Attchd,2,460.0,192,28,WD ,194700,2,1,2724.0,False,True,False,False,False
Others,62.0,Pave,Lvl,7,CompShg,CemntBd,Stone,210.0,PConc,4,1,902.0,GasA,5,Y,1218,2,0,Attchd,3,462.0,168,168,New,230348,1,0,2436.0,False,True,False,False,False
RM,51.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,2,1,960.0,GasA,3,Y,1068,1,4,Detchd,1,288.0,0,0,WD ,109500,87,60,2192.0,False,True,False,False,False
RL,69.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,4,776.0,GasA,3,Y,1625,2,3,Attchd,3,576.0,136,28,WD ,242500,27,27,3250.0,False,True,False,False,False
RL,44.0,Pave,Lvl,7,CompShg,HdBoard,None,0.0,PConc,4,1,495.0,GasA,4,Y,1767,2,3,Attchd,2,504.0,441,35,WD ,239000,19,19,2831.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,176.0,CBlock,3,1,824.0,GasA,5,Y,1050,1,0,Attchd,2,286.0,0,0,WD ,156000,52,6,2100.0,False,True,False,False,False
RL,77.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,288.0,GasA,5,Y,907,1,0,Detchd,1,352.0,0,0,WD ,109008,51,51,1814.0,False,True,False,False,False
RM,64.0,Pave,Lvl,2,CompShg,MetalSd,None,0.0,BrkTil,0,0,0.0,GasA,5,Y,845,1,0,Detchd,1,256.0,48,0,WD ,68104,68,57,640.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,466.0,PConc,4,3,0.0,GasA,5,Y,2501,2,3,Attchd,2,751.0,192,87,WD ,290000,13,13,3743.0,False,False,True,False,False
RL,90.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,PConc,4,1,1059.0,GasA,4,Y,1209,1,0,Attchd,2,504.0,0,0,ConLD,159000,44,44,2418.0,False,True,False,False,False
RL,50.0,Pave,Bnk,4,CompShg,MetalSd,None,0.0,PConc,3,1,120.0,GasA,3,Y,906,1,0,Basment,1,231.0,0,0,WD ,87000,71,58,1254.0,False,True,False,False,True
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,479.0,PConc,4,3,1358.0,GasA,5,Y,1601,2,3,Attchd,2,670.0,180,0,WD ,272000,9,8,3182.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,2,996.0,GasA,5,Y,1336,2,0,Attchd,1,502.0,136,43,New,198000,1,0,2672.0,False,True,False,False,False
RM,63.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,4,Y,1656,2,0,Detchd,1,440.0,187,0,WD ,119164,68,23,2457.0,False,True,False,False,False
